���web-scraper-order,web-scraper-start-url,productlink,productlink-href,productname,productprice,color
1575138269-1670,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX SHEARLING LEATHER JACKET,https://www.zara.com/us/en/faux-shearling-leather-jacket-p09953300.html,FAUX SHEARLING LEATHER JACKET Details,199.00 USD,Brown
1575138116-1599,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DENIM JACKET WITH FLEECE TRIM,https://www.zara.com/us/en/denim-jacket-with-fleece-trim-p00840330.html,DENIM JACKET WITH FLEECE TRIM Details,89.90 USD,Light Blue
1575138224-1651,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,RIPPED DENIM JACKET,https://www.zara.com/us/en/ripped-denim-jacket-p00840311.html,RIPPED DENIM JACKET Details,89.90 USD,Black
1575138582-1819,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX SUEDE OVERSHIRT,https://www.zara.com/us/en/faux-suede-overshirt-p08281310.html,FAUX SUEDE OVERSHIRT Details,69.90 USD,Khaki
1575138625-1840,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX FUR JACKET,https://www.zara.com/us/en/faux-fur-jacket-p06985315.html,FAUX FUR JACKET Details,129.00 USD,Black
1575138160-1620,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,TEXTURED WEAVE UTILITY JACKET,https://www.zara.com/us/en/textured-weave-utility-jacket-p06186300.html,TEXTURED WEAVE UTILITY JACKET Details,69.90 USD,Mustard
1575138152-1616,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,SPLATTER JACKET WITH PATCHES,https://www.zara.com/us/en/splatter-jacket-with-patches-p00840305.html,SPLATTER JACKET WITH PATCHES Details,69.90 USD,Khaki
1575138164-1622,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PLAID JACKET,https://www.zara.com/us/en/plaid-jacket-p00706640.html,PLAID JACKET Details,79.90 USD,Taupe Brown
1575138126-1604,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,VINYL JACKET,https://www.zara.com/us/en/vinyl-jacket-p02753452.html,VINYL JACKET Details,69.90 USD,Red
1575138183-1631,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,CAMOUFLAGE PRINT OVERSHIRT WITH PATCHES,https://www.zara.com/us/en/camouflage-print-overshirt-with-patches-p05520325.html,CAMOUFLAGE PRINT OVERSHIRT WITH PATCHES Details,49.90 USD,Khaki
1575138598-1827,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DOUBLE SIDED BOMBER JACKET,https://www.zara.com/us/en/double-sided-bomber-jacket-p00706202.html,DOUBLE SIDED BOMBER JACKET Details,149.00 USD,Camel
1575138394-1730,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,BASIC DENIM JACKET,https://www.zara.com/us/en/basic-denim-jacket-p04454301.html,BASIC DENIM JACKET Details,49.90 USD,White
1575138273-1672,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PUFFER VEST,https://www.zara.com/us/en/puffer-vest-p08574371.html,PUFFER VEST Details,39.90 USD,Black
1575138277-1674,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,TECHNICAL COLORBLOCK JACKET,https://www.zara.com/us/en/technical-colorblock-jacket-p01792311.html,TECHNICAL COLORBLOCK JACKET Details,119.00 USD,Yellow
1575138316-1693,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DENIM JACKET,https://www.zara.com/us/en/denim-jacket-p08246300.html,DENIM JACKET Details,49.90 USD,Terracotta
1575138341-1705,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,ZIP-UP PUFFER JACKET,https://www.zara.com/us/en/zip-up-puffer-jacket-p08281303.html,ZIP-UP PUFFER JACKET Details,89.90 USD,Maroon
1575138130-1606,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PIQU�� BOMBER JACKET,https://www.zara.com/us/en/piqu%C3%A9-bomber-jacket-p04432350.html,PIQU�� BOMBER JACKET Details,49.90 USD,Black
1575138371-1719,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PADDED TECHNICAL OVERSHIRT,https://www.zara.com/us/en/padded-technical-overshirt-p06719400.html,PADDED TECHNICAL OVERSHIRT Details,49.90 USD,Orange
1575138528-1793,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FLEECE LINED TEXT DENIM JACKET,https://www.zara.com/us/en/fleece-lined-text-denim-jacket-p05575393.html,FLEECE LINED TEXT DENIM JACKET Details,119.00 USD,Light Blue
1575138446-1754,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER HOODED JACKET,https://www.zara.com/us/en/faux-leather-hooded-jacket-p03427300.html,FAUX LEATHER HOODED JACKET Details,119.00 USD,Khaki
1575138210-1644,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,RUBBERIZED OVERSHIRT WITH BUTTON,https://www.zara.com/us/en/rubberized-overshirt-with-button-p01608316.html,RUBBERIZED OVERSHIRT WITH BUTTON Details,69.90 USD,Black
1575138596-1826,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DOUBLE-FACED BIKER JACKET,https://www.zara.com/us/en/double-faced-biker-jacket-p00706201.html,DOUBLE-FACED BIKER JACKET Details,149.00 USD,Dark Tan
1575138380-1723,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,CORDUROY POUCH POCKET JACKET,https://www.zara.com/us/en/corduroy-pouch-pocket-jacket-p05252392.html,CORDUROY POUCH POCKET JACKET Details,89.90 USD,Brick
1575138521-1790,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PHOTOGRAPHIC PRINT DENIM JACKET,https://www.zara.com/us/en/photographic-print-denim-jacket-p00840322.html,PHOTOGRAPHIC PRINT DENIM JACKET Details,79.90 USD,Light Blue
1575138540-1799,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,REVERSIBLE PUFFER JACKET,https://www.zara.com/us/en/reversible-puffer-jacket-p01792313.html,REVERSIBLE PUFFER JACKET Details,169.00 USD,Khaki
1575138285-1678,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DWN/PRK 03,https://www.zara.com/us/en/dwn-prk-03-p06518390.html,DWN/PRK 03 Details,329.00 USD,Black
1575138488-1774,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,SUEDE JACKET,https://www.zara.com/us/en/suede-jacket-p00706600.html,SUEDE JACKET Details,249.00 USD,Camel
1575138427-1745,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,QUILTED ZIP-UP JACKET,https://www.zara.com/us/en/quilted-zip-up-jacket-p06985300.html,QUILTED ZIP-UP JACKET Details,79.90 USD,Khaki
1575138511-1785,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PUFFER JACKET WITH MATCHING HOOD,https://www.zara.com/us/en/puffer-jacket-with-matching-hood-p06985302.html,PUFFER JACKET WITH MATCHING HOOD Details,129.00 USD,Khaki
1575138248-1660,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,COLOR BLOCK JACKET,https://www.zara.com/us/en/color-block-jacket-p00706352.html,COLOR BLOCK JACKET Details,69.90 USD,Gray / Blue
1575138517-1788,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DOUBLE FACED JACKET WITH WELT POCKETS,https://www.zara.com/us/en/double-faced-jacket-with-welt-pockets-p06318300.html,DOUBLE FACED JACKET WITH WELT POCKETS Details,149.00 USD,Mid-Mink
1575138185-1632,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,SPLATTERED OVERSHIRT WITH PATCH,https://www.zara.com/us/en/splattered-overshirt-with-patch-p08062312.html,SPLATTERED OVERSHIRT WITH PATCH Details,49.90 USD,Washed green
1575138195-1637,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,STRIPED TEXTURED WEAVE OVERSHIRT,https://www.zara.com/us/en/striped-textured-weave-overshirt-p07505301.html,STRIPED TEXTURED WEAVE OVERSHIRT Details,69.90 USD,Dark Tan
1575138229-1652,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,WATER REPELENT TRAVELER OVERSHIRT,https://www.zara.com/us/en/water-repelent-traveler-overshirt-p09621374.html,WATER REPELENT TRAVELER OVERSHIRT Details,69.90 USD,Black
1575138507-1783,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,TEXTURED BOMBER JACKET,https://www.zara.com/us/en/textured-bomber-jacket-p09621351.html,TEXTURED BOMBER JACKET Details,119.00 USD,Navy Blue
1575138398-1732,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,WORKER JACKET,https://www.zara.com/us/en/worker-jacket-p06985309.html,WORKER JACKET Details,119.00 USD,Black
1575138613-1834,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER PUFFER JACKET,https://www.zara.com/us/en/faux-leather-puffer-jacket-p08281309.html,FAUX LEATHER PUFFER JACKET Details,129.00 USD,Black
1575138600-1828,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LEATHER BIKER JACKET,https://www.zara.com/us/en/leather-biker-jacket-p00706613.html,LEATHER BIKER JACKET Details,299.00 USD,Red
1575138220-1649,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PRINTED DENIM JACKET,https://www.zara.com/us/en/printed-denim-jacket-p06688304.html,PRINTED DENIM JACKET Details,89.90 USD,Sand
1575138472-1766,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER BIKER JACKET,https://www.zara.com/us/en/faux-leather-biker-jacket-p08281370.html,FAUX LEATHER BIKER JACKET Details,69.90 USD,Black
1575138101-1592,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,BOMBER JACKET,https://www.zara.com/us/en/bomber-jacket-p07505302.html,BOMBER JACKET Details,69.90 USD,Taupe Brown
1575138256-1664,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PIQU�� BOMBER JACKET,https://www.zara.com/us/en/piqu%C3%A9-bomber-jacket-p00706301.html,PIQU�� BOMBER JACKET Details,49.90 USD,White
1575138482-1771,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER JACKET,https://www.zara.com/us/en/faux-leather-jacket-p08281356.html,FAUX LEATHER JACKET Details,89.90 USD,Black
1575138444-1753,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER JACKET WITH POCKETS,https://www.zara.com/us/en/faux-leather-jacket-with-pockets-p08281317.html,FAUX LEATHER JACKET WITH POCKETS Details,89.90 USD,Red
1575138425-1744,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PUFFER JACKET WITH FAUX FUR TRIM,https://www.zara.com/us/en/puffer-jacket-with-faux-fur-trim-p00706322.html,PUFFER JACKET WITH FAUX FUR TRIM Details,119.00 USD,Brandy
1575138177-1628,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,BOMBER JACKET WITH POCKET DETAIL,https://www.zara.com/us/en/bomber-jacket-with-pocket-detail-p05320303.html,BOMBER JACKET WITH POCKET DETAIL Details,69.90 USD,Khaki
1575138421-1742,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,JACKET WITH POCKETS,https://www.zara.com/us/en/jacket-with-pockets-p00706399.html,JACKET WITH POCKETS Details,89.90 USD,Khaki
1575138494-1777,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,BOMBER JACKET,https://www.zara.com/us/en/bomber-jacket-p00706338.html,BOMBER JACKET Details,119.00 USD,Khaki
1575138110-1596,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LINEN OVERSHIRT,https://www.zara.com/us/en/linen-overshirt-p05502303.html,LINEN OVERSHIRT Details,69.90 USD,Natural
1575138097-1590,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,TEXTURED WEAVE BOMBER JACKET,https://www.zara.com/us/en/textured-weave-bomber-jacket-p08369320.html,TEXTURED WEAVE BOMBER JACKET Details,59.90 USD,Maroon
1575138337-1703,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,COLORED DENIM JACKET,https://www.zara.com/us/en/colored-denim-jacket-p00840309.html,COLORED DENIM JACKET Details,69.90 USD,Khaki
1575138308-1689,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PADDED OVERSHIRT,https://www.zara.com/us/en/padded-overshirt-p01792309.html,PADDED OVERSHIRT Details,49.90 USD,Black
1575138577-1817,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED THREE-QUARTER LENGTH PUFFER JACKET,https://www.zara.com/us/en/hooded-three-quarter-length-puffer-jacket-p08281359.html,HOODED THREE-QUARTER LENGTH PUFFER JACKET Details,169.00 USD,Navy Blue
1575138552-1805,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,JACQUARD BOMBER JACKET,https://www.zara.com/us/en/jacquard-bomber-jacket-p04087423.html,JACQUARD BOMBER JACKET Details,89.90 USD,Black
1575138145-1613,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,COMBINATION PLAID JACKET,https://www.zara.com/us/en/combination-plaid-jacket-p00706904.html,COMBINATION PLAID JACKET Details,199.00 USD,Black
1575138302-1686,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FLC/JKT 03,https://www.zara.com/us/en/flc-jkt-03-p03918318.html,FLC/JKT 03 Details,129.00 USD,Khaki
1575138623-1839,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DENIM JACKET,https://www.zara.com/us/en/denim-jacket-p00840365.html,DENIM JACKET Details,69.90 USD,Black
1575138461-1761,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DENIM OVERSHIRT WITH CONTRASTING FLEECE,https://www.zara.com/us/en/denim-overshirt-with-contrasting-fleece-p02631370.html,DENIM OVERSHIRT WITH CONTRASTING FLEECE Details,69.90 USD,Mid-Blue
1575138118-1600,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PADDED COMBO JACKET,https://www.zara.com/us/en/padded-combo-jacket-p09240326.html,PADDED COMBO JACKET Details,49.90 USD,Gray Marl
1575138633-1844,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED PUFFER JACKET,https://www.zara.com/us/en/hooded-puffer-jacket-p06985400.html,HOODED PUFFER JACKET Details,119.00 USD,Black
1575138328-1699,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,COACH JACKET,https://www.zara.com/us/en/coach-jacket-p03918302.html,COACH JACKET Details,59.90 USD,Black
1575138401-1733,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,POUCH POCKET PUFFER PARKA,https://www.zara.com/us/en/pouch-pocket-puffer-parka-p02522301.html,POUCH POCKET PUFFER PARKA Details,119.00 USD,Orange
1575138166-1623,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PLAID JACKET,https://www.zara.com/us/en/plaid-jacket-p07557350.html,PLAID JACKET Details,119.00 USD,Black / White
1575138324-1697,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LIGHTWEIGHT PUFFER JACKET COMFORTEMP �FREUDENBERG,https://www.zara.com/us/en/lightweight-puffer-jacket-comfortemp-%C2%AEfreudenberg-p07248303.html,LIGHTWEIGHT PUFFER JACKET COMFORTEMP �FREUDENBERG Details,69.90 USD,Gray
1575138390-1728,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,JACKET WITH POCKETS,https://www.zara.com/us/en/jacket-with-pockets-p08574345.html,JACKET WITH POCKETS Details,69.90 USD,Navy Blue
1575138128-1605,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LIGHTWEIGHT PUFFER JACKET,https://www.zara.com/us/en/lightweight-puffer-jacket-p06518350.html,LIGHTWEIGHT PUFFER JACKET Details,69.90 USD,Black
1575138404-1734,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,GEOMETRICAL JACQUARD THREE-QUARTER-LENGTH JACKET,https://www.zara.com/us/en/geometrical-jacquard-three-quarter-length-jacket-p03057325.html,GEOMETRICAL JACQUARD THREE-QUARTER-LENGTH JACKET Details,119.00 USD,Gray
1575138132-1607,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,,https://www.zara.com/us/en/-p06861581.html,Details,49.90 USD,White
1575138271-1671,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER JACKET WITH CONTRASTING FLEECE,https://www.zara.com/us/en/faux-leather-jacket-with-contrasting-fleece-p08281305.html,FAUX LEATHER JACKET WITH CONTRASTING FLEECE Details,119.00 USD,Brown
1575138304-1687,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PIQU�� BIKER JACKET,https://www.zara.com/us/en/piqu%C3%A9-biker-jacket-p00706390.html,PIQU�� BIKER JACKET Details,69.90 USD,Maroon
1575138150-1615,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,ZIP JACKET WITH TEXT,https://www.zara.com/us/en/zip-jacket-with-text-p06917305.html,ZIP JACKET WITH TEXT Details,69.90 USD,Khaki
1575138306-1688,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PIQU�� BIKER JACKET,https://www.zara.com/us/en/piqu%C3%A9-biker-jacket-p00706300.html,PIQU�� BIKER JACKET Details,69.90 USD,Black
1575138361-1714,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX SUEDE PUFFER JACKET,https://www.zara.com/us/en/faux-suede-puffer-jacket-p08281363.html,FAUX SUEDE PUFFER JACKET Details,119.00 USD,Gray
1575138476-1768,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER JACKET,https://www.zara.com/us/en/faux-leather-jacket-p00701350.html,FAUX LEATHER JACKET Details,119.00 USD,Black
1575138266-1669,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DOUBLE BREASTED OVERCOAT,https://www.zara.com/us/en/double-breasted-overcoat-p06518351.html,DOUBLE BREASTED OVERCOAT Details,129.00 USD,Beige
1575138563-1810,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FLEECE PLAID OVERSHIRT,https://www.zara.com/us/en/fleece-plaid-overshirt-p01821369.html,FLEECE PLAID OVERSHIRT Details,69.90 USD,Red
1575138281-1676,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PADDED VEST,https://www.zara.com/us/en/padded-vest-p03918306.html,PADDED VEST Details,null,Navy Blue
1575138204-1641,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED MIXED JACKET,https://www.zara.com/us/en/hooded-mixed-jacket-p06530303.html,HOODED MIXED JACKET Details,69.90 USD,Taupe Brown
1575138291-1681,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FLC/JKT 03,https://www.zara.com/us/en/flc-jkt-03-p05320313.html,FLC/JKT 03 Details,149.00 USD,Black
1575138322-1696,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PIQU�� PUFFER JACKET,https://www.zara.com/us/en/piqu%C3%A9-puffer-jacket-p00706304.html,PIQU�� PUFFER JACKET Details,89.90 USD,Light Gray
1575138349-1709,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,BASIC PUFFER JACKET,https://www.zara.com/us/en/basic-puffer-jacket-p08281400.html,BASIC PUFFER JACKET Details,89.90 USD,Navy Blue
1575138333-1701,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,BOMBER JACKET WITH CONTRASTING COLLAR,https://www.zara.com/us/en/bomber-jacket-with-contrasting-collar-p00706306.html,BOMBER JACKET WITH CONTRASTING COLLAR Details,49.90 USD,Black
1575138530-1794,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,NEON PUFFER JACKET,https://www.zara.com/us/en/neon-puffer-jacket-p06985314.html,NEON PUFFER JACKET Details,119.00 USD,Neon Yellow
1575138244-1658,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED DENIM VEST,https://www.zara.com/us/en/hooded-denim-vest-p06987340.html,HOODED DENIM VEST Details,59.90 USD,Gray
1575138156-1618,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PLAID OVERSHIRT,https://www.zara.com/us/en/plaid-overshirt-p07545376.html,PLAID OVERSHIRT Details,49.90 USD,Yellow
1575138158-1619,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DENIM WORKER JACKET,https://www.zara.com/us/en/denim-worker-jacket-p00840334.html,DENIM WORKER JACKET Details,69.90 USD,Black
1575138193-1636,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,TIE DYE PRINT OVERSHIRT,https://www.zara.com/us/en/tie-dye-print-overshirt-p07446333.html,TIE DYE PRINT OVERSHIRT Details,69.90 USD,Multicolored
1575138386-1726,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED PARKA,https://www.zara.com/us/en/hooded-parka-p08574370.html,HOODED PARKA Details,69.90 USD,Ice
1575138143-1612,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,ELASTICIZED PUFFER JACKET,https://www.zara.com/us/en/elasticized-puffer-jacket-p08281330.html,ELASTICIZED PUFFER JACKET Details,119.00 USD,Khaki
1575138384-1725,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LIGHTWEIGHT TECHNICAL JACKET,https://www.zara.com/us/en/lightweight-technical-jacket-p02753305.html,LIGHTWEIGHT TECHNICAL JACKET Details,49.90 USD,Black
1575138419-1741,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,TEXTURED CAMOUFLAGE PRINT JACKET,https://www.zara.com/us/en/textured-camouflage-print-jacket-p08369301.html,TEXTURED CAMOUFLAGE PRINT JACKET Details,89.90 USD,Printed
1575138353-1711,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LIGHTWEIGHT PUFFER VEST,https://www.zara.com/us/en/lightweight-puffer-vest-p05320300.html,LIGHTWEIGHT PUFFER VEST Details,35.90 USD,Black
1575138345-1707,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DIAMOND QUILTED JACKET,https://www.zara.com/us/en/diamond-quilted-jacket-p08281351.html,DIAMOND QUILTED JACKET Details,69.90 USD,Khaki
1575138147-1614,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,CORDUROY JACKET,https://www.zara.com/us/en/corduroy-jacket-p07215303.html,CORDUROY JACKET Details,119.00 USD,Black
1575138474-1767,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER COACH JACKET,https://www.zara.com/us/en/faux-leather-coach-jacket-p08281307.html,FAUX LEATHER COACH JACKET Details,69.90 USD,Black
1575138526-1792,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,RIPPED BANDANA JACKET,https://www.zara.com/us/en/ripped-bandana-jacket-p00840332.html,RIPPED BANDANA JACKET Details,89.90 USD,Mid-Blue
1575138318-1694,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,STRETCH DENIM JACKET,https://www.zara.com/us/en/stretch-denim-jacket-p04454300.html,STRETCH DENIM JACKET Details,49.90 USD,Black
1575138120-1601,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED TECHNICAL JACKET,https://www.zara.com/us/en/hooded-technical-jacket-p00701300.html,HOODED TECHNICAL JACKET Details,69.90 USD,Gray
1575138252-1662,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,OVERSHIRT WITH PATCHES,https://www.zara.com/us/en/overshirt-with-patches-p00840304.html,OVERSHIRT WITH PATCHES Details,49.90 USD,Beige
1575138099-1591,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,UTILITY JACKET,https://www.zara.com/us/en/utility-jacket-p06186303.html,UTILITY JACKET Details,69.90 USD,Black
1575138415-1739,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FLEECE VEST,https://www.zara.com/us/en/fleece-vest-p01105301.html,FLEECE VEST Details,49.90 USD,Dark gray
1575138496-1778,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PADDED BOMBER JACKET,https://www.zara.com/us/en/padded-bomber-jacket-p08281300.html,PADDED BOMBER JACKET Details,null,Black
1575138216-1647,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,UTILITY JACKET WITH CONTRASTING FAUX FUR,https://www.zara.com/us/en/utility-jacket-with-contrasting-faux-fur-p00840333.html,UTILITY JACKET WITH CONTRASTING FAUX FUR Details,119.00 USD,Black
1575138586-1821,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PIQU�� BOMBER JACKET,https://www.zara.com/us/en/piqu%C3%A9-bomber-jacket-p00706405.html,PIQU�� BOMBER JACKET Details,89.90 USD,Anthracite Gray
1575138580-1818,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX SUEDE BIKER JACKET,https://www.zara.com/us/en/faux-suede-biker-jacket-p08281321.html,FAUX SUEDE BIKER JACKET Details,119.00 USD,Chalk Pink
1575138351-1710,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,JACKET WITH CONTRASTING PIPING,https://www.zara.com/us/en/jacket-with-contrasting-piping-p05520390.html,JACKET WITH CONTRASTING PIPING Details,null,Khaki
1575138436-1749,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DOUBLE-FACED JACKET,https://www.zara.com/us/en/double-faced-jacket-p03548305.html,DOUBLE-FACED JACKET Details,129.00 USD,Black
1575138369-1718,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,BOMBER JACKET WITH CONTRASTING COLLAR,https://www.zara.com/us/en/bomber-jacket-with-contrasting-collar-p05320312.html,BOMBER JACKET WITH CONTRASTING COLLAR Details,89.90 USD,Khaki
1575138423-1743,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FIELD JACKET,https://www.zara.com/us/en/field-jacket-p00706372.html,FIELD JACKET Details,89.90 USD,Mustard
1575138235-1655,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED SHIRT,https://www.zara.com/us/en/hooded-shirt-p00840375.html,HOODED SHIRT Details,69.90 USD,Light Blue
1575138114-1598,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DENIM JACKET WITH MATCHING COLLAR,https://www.zara.com/us/en/denim-jacket-with-matching-collar-p00840331.html,DENIM JACKET WITH MATCHING COLLAR Details,119.00 USD,Mid-Blue
1575138433-1748,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,ASYMMETRIC ZIP LEATHER JACKET,https://www.zara.com/us/en/asymmetric-zip-leather-jacket-p00706684.html,ASYMMETRIC ZIP LEATHER JACKET Details,299.00 USD,Black
1575138536-1797,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PLAID TEXTURED OVERSHIRT,https://www.zara.com/us/en/plaid-textured-overshirt-p00397304.html,PLAID TEXTURED OVERSHIRT Details,69.90 USD,Black
1575138550-1804,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PATCHWORK PRINT JACKET,https://www.zara.com/us/en/patchwork-print-jacket-p07505402.html,PATCHWORK PRINT JACKET Details,89.90 USD,Red / Orange
1575138208-1643,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,TECHNICAL UTILITY JACKET,https://www.zara.com/us/en/technical-utility-jacket-p03427310.html,TECHNICAL UTILITY JACKET Details,null,Red
1575138584-1820,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DENIM JACKET WITH FLEECE TRIM,https://www.zara.com/us/en/denim-jacket-with-fleece-trim-p05575310.html,DENIM JACKET WITH FLEECE TRIM Details,89.90 USD,Black
1575138480-1770,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER BIKER JACKET,https://www.zara.com/us/en/faux-leather-biker-jacket-p08281352.html,FAUX LEATHER BIKER JACKET Details,89.90 USD,Camel
