���web-scraper-order,web-scraper-start-url,productlink,productlink-href,productname,productprice,color
1575157285-5976,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MOCK NECK DRESS,https://www.zara.com/us/en/mock-neck-dress-p05536121.html,MOCK NECK DRESS Details,49.90 USD,White
1575157487-6073,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT SWEATER WITH BUTTONS,https://www.zara.com/us/en/knit-sweater-with-buttons-p00837101.html,KNIT SWEATER WITH BUTTONS Details,49.90 USD,Gray
1575157712-6182,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,ALPACA AND WOOL BLEND OVERSIZED SWEATER,https://www.zara.com/us/en/alpaca-and-wool-blend-oversized-sweater-p05755125.html,ALPACA AND WOOL BLEND OVERSIZED SWEATER Details,69.90 USD,Green
1575157529-6093,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,TEXTURED KNIT SWEATER,https://www.zara.com/us/en/textured-knit-sweater-p05802107.html,TEXTURED KNIT SWEATER Details,49.90 USD,Ecru
1575157948-6296,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,LIMITED EDITION COLORBLOCK SWEATER,https://www.zara.com/us/en/limited-edition-colorblock-sweater-p02142140.html,LIMITED EDITION COLORBLOCK SWEATER Details,89.90 USD,Red
1575157531-6094,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CROPPED RIBBED SWEATER,https://www.zara.com/us/en/cropped-ribbed-sweater-p05536107.html,CROPPED RIBBED SWEATER Details,35.90 USD,Bone
1575158050-6345,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,STRIPED SWEATER WITH BALLOON SLEEVES,https://www.zara.com/us/en/striped-sweater-with-balloon-sleeves-p04978105.html,STRIPED SWEATER WITH BALLOON SLEEVES Details,35.90 USD,Fuchsia
1575157391-6027,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,PANTS WITH SIDE VENTS,https://www.zara.com/us/en/pants-with-side-vents-p06254106.html,PANTS WITH SIDE VENTS Details,39.90 USD,Black
1575157245-5957,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,METALLIC THREAD KNIT JACKET,https://www.zara.com/us/en/metallic-thread-knit-jacket-p04331106.html,METALLIC THREAD KNIT JACKET Details,35.90 USD,Golden
1575157897-6271,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RIBBED CROPPED JACKET,https://www.zara.com/us/en/ribbed-cropped-jacket-p05507113.html,RIBBED CROPPED JACKET Details,39.90 USD,Dark gray
1575158099-6369,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT MINI SKIRT,https://www.zara.com/us/en/knit-mini-skirt-p03597110.html,KNIT MINI SKIRT Details,39.90 USD,Black
1575157498-6078,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,STRUCTURED KNIT JACKET,https://www.zara.com/us/en/structured-knit-jacket-p03597014.html,STRUCTURED KNIT JACKET Details,89.90 USD,Multicolored
1575157760-6205,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,PANTS WITH CONTRASTING PIPING,https://www.zara.com/us/en/pants-with-contrasting-piping-p06254120.html,PANTS WITH CONTRASTING PIPING Details,49.90 USD,Black
1575157301-5984,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RUFFLED DRESS,https://www.zara.com/us/en/ruffled-dress-p06254111.html,RUFFLED DRESS Details,49.90 USD,Black
1575157549-6103,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MOHAIR AND WOOL BLEND SWEATER,https://www.zara.com/us/en/mohair-and-wool-blend-sweater-p09598168.html,MOHAIR AND WOOL BLEND SWEATER Details,89.90 USD,Light Blue
1575158035-6338,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT POMPOM JACKET,https://www.zara.com/us/en/knit-pompom-jacket-p05802119.html,KNIT POMPOM JACKET Details,49.90 USD,Ecru
1575158021-6331,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT POMPOM SWEATER,https://www.zara.com/us/en/knit-pompom-sweater-p05802118.html,KNIT POMPOM SWEATER Details,49.90 USD,Ecru
1575157839-6243,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,PUFF SLEEVED SWEATER,https://www.zara.com/us/en/puff-sleeved-sweater-p04331104.html,PUFF SLEEVED SWEATER Details,35.90 USD,Black
1575157872-6259,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,BALLOON SLEEVE RIBBED SWEATER,https://www.zara.com/us/en/balloon-sleeve-ribbed-sweater-p05536136.html,BALLOON SLEEVE RIBBED SWEATER Details,39.90 USD,Burgundy
1575157919-6282,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,ASYMMETRICAL TOP WITH BOW,https://www.zara.com/us/en/asymmetrical-top-with-bow-p08146119.html,ASYMMETRICAL TOP WITH BOW Details,35.90 USD,Fuchsia
1575157599-6127,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT SWEATER WITH CONTRASTING TRIM,https://www.zara.com/us/en/knit-sweater-with-contrasting-trim-p09598123.html,KNIT SWEATER WITH CONTRASTING TRIM Details,49.90 USD,Dusty pink
1575157780-6215,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RUFFLED MOHAIR AND WOOL BLEND SWEATER,https://www.zara.com/us/en/ruffled-mohair-and-wool-blend-sweater-p05755114.html,RUFFLED MOHAIR AND WOOL BLEND SWEATER Details,89.90 USD,Red
1575157595-6125,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,FAUX FUR SWEATER,https://www.zara.com/us/en/faux-fur-sweater-p09598162.html,FAUX FUR SWEATER Details,39.90 USD,Stone
1575157541-6099,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SWEATER WITH CONTRASTING COLLAR,https://www.zara.com/us/en/sweater-with-contrasting-collar-p02142105.html,SWEATER WITH CONTRASTING COLLAR Details,39.90 USD,Anthracite grey
1575157235-5952,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CUT OUT MIDI DRESS,https://www.zara.com/us/en/cut-out-midi-dress-p02893102.html,CUT OUT MIDI DRESS Details,49.90 USD,Black
1575157258-5963,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,ALPACA AND WOOL BLEND SWEATER,https://www.zara.com/us/en/alpaca-and-wool-blend-sweater-p00837102.html,ALPACA AND WOOL BLEND SWEATER Details,69.90 USD,Light pink
1575157254-5961,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,JACQUARD KNIT SWEATER,https://www.zara.com/us/en/jacquard-knit-sweater-p02298109.html,JACQUARD KNIT SWEATER Details,39.90 USD,Multicolored
1575157336-6001,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,TEXTURED KNIT SWEATER WITH METALLIC THREAD,https://www.zara.com/us/en/textured-knit-sweater-with-metallic-thread-p06254107.html,TEXTURED KNIT SWEATER WITH METALLIC THREAD Details,39.90 USD,Coral
1575157522-6090,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,PRINTED SOFT FEEL SWEATER,https://www.zara.com/us/en/printed-soft-feel-sweater-p09598125.html,PRINTED SOFT FEEL SWEATER Details,39.90 USD,Burgundy
1575157837-6242,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,POINTELLE DRESS WITH BALLOON SLEEVES,https://www.zara.com/us/en/pointelle-dress-with-balloon-sleeves-p02488102.html,POINTELLE DRESS WITH BALLOON SLEEVES Details,49.90 USD,Black
1575157305-5986,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,WOOL AND COTTON BLEND SWEATER,https://www.zara.com/us/en/wool-and-cotton-blend-sweater-p09598137.html,WOOL AND COTTON BLEND SWEATER Details,49.90 USD,Ecru
1575157615-6135,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SLEEVELESS KNIT TOP,https://www.zara.com/us/en/sleeveless-knit-top-p00014109.html,SLEEVELESS KNIT TOP Details,35.90 USD,Black
1575157876-6261,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,OVERSIZED SWEATER,https://www.zara.com/us/en/oversized-sweater-p09598107.html,OVERSIZED SWEATER Details,49.90 USD,Ecru
1575157397-6030,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,DRAPED DRESS,https://www.zara.com/us/en/draped-dress-p06873101.html,DRAPED DRESS Details,69.90 USD,Black
1575157570-6113,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,PATTERNED JACQUARD SWEATER,https://www.zara.com/us/en/patterned-jacquard-sweater-p06254113.html,PATTERNED JACQUARD SWEATER Details,49.90 USD,only one
1575157366-6015,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,METALLIC THREAD TOP,https://www.zara.com/us/en/metallic-thread-top-p06771111.html,METALLIC THREAD TOP Details,49.90 USD,Silver
1575158091-6365,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,ELASTIC DETAIL TOP,https://www.zara.com/us/en/elastic-detail-top-p09874107.html,ELASTIC DETAIL TOP Details,39.90 USD,Bottle green
1575157504-6081,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,PATTERNED JACQUARD MINI SKIRT,https://www.zara.com/us/en/patterned-jacquard-mini-skirt-p06254114.html,PATTERNED JACQUARD MINI SKIRT Details,39.90 USD,only one
1575158064-6352,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,LONG ASYMMETRICAL DRESS,https://www.zara.com/us/en/long-asymmetrical-dress-p06873143.html,LONG ASYMMETRICAL DRESS Details,49.90 USD,Red
1575157324-5995,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,STUDDED KNIT SWEATER,https://www.zara.com/us/en/studded-knit-sweater-p01509025.html,STUDDED KNIT SWEATER Details,35.90 USD,Gray
1575157971-6307,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,FUNNEL NECK SWEATER,https://www.zara.com/us/en/funnel-neck-sweater-p05646124.html,FUNNEL NECK SWEATER Details,35.90 USD,Gray
1575158017-6329,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MOCK NECK SWEATER,https://www.zara.com/us/en/mock-neck-sweater-p05536115.html,MOCK NECK SWEATER Details,39.90 USD,Black
1575157414-6038,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT CARDIGAN,https://www.zara.com/us/en/knit-cardigan-p09598105.html,KNIT CARDIGAN Details,49.90 USD,Gray
1575157584-6120,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,WOOL BLEND V-NECK SWEATER,https://www.zara.com/us/en/wool-blend-v-neck-sweater-p01509111.html,WOOL BLEND V-NECK SWEATER Details,49.90 USD,Blue marl
1575157489-6074,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,GARFIELD ��PAWS INC SWEATER,https://www.zara.com/us/en/garfield-%C2%A9paws-inc-sweater-p00021100.html,GARFIELD ��PAWS INC SWEATER Details,69.90 USD,Dark gray
1575157758-6204,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MOCK NECK TUNIC WITH CONTRASTING PIPING,https://www.zara.com/us/en/mock-neck-tunic-with-contrasting-piping-p06254119.html,MOCK NECK TUNIC WITH CONTRASTING PIPING Details,39.90 USD,Black
1575157766-6208,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT JACKET WITH BUTTONS,https://www.zara.com/us/en/knit-jacket-with-buttons-p08851127.html,KNIT JACKET WITH BUTTONS Details,35.90 USD,Gray marl
1575158151-6394,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RUFFLED MIDI SKIRT,https://www.zara.com/us/en/ruffled-midi-skirt-p00014111.html,RUFFLED MIDI SKIRT Details,49.90 USD,Black
1575157700-6176,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SOFT FEEL SWEATER,https://www.zara.com/us/en/soft-feel-sweater-p05093458.html,SOFT FEEL SWEATER Details,19.90 USD,brown vigore
1575157314-5990,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT LEGGINGS,https://www.zara.com/us/en/knit-leggings-p02142012.html,KNIT LEGGINGS Details,39.90 USD,Black
1575157395-6029,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,TIED KNIT TOP,https://www.zara.com/us/en/tied-knit-top-p03859113.html,TIED KNIT TOP Details,49.90 USD,Dark salmon
1575158126-6382,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,LIMITED EDITION JACQUARD SWEATER,https://www.zara.com/us/en/limited-edition-jacquard-sweater-p03653108.html,LIMITED EDITION JACQUARD SWEATER Details,89.90 USD,Black
1575157845-6246,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT JOGGING PANTS,https://www.zara.com/us/en/knit-jogging-pants-p05536100.html,KNIT JOGGING PANTS Details,39.90 USD,Gray
1575157352-6008,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,DRESS WITH METALLIC THREAD,https://www.zara.com/us/en/dress-with-metallic-thread-p03859107.html,DRESS WITH METALLIC THREAD Details,119.00 USD,Gold / Silver
1575157797-6223,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,TEXTURED SEQUIN SWEATER,https://www.zara.com/us/en/textured-sequin-sweater-p03859127.html,TEXTURED SEQUIN SWEATER Details,49.90 USD,Sea green
1575157770-6210,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CONTRASTING ORGANZA TOP,https://www.zara.com/us/en/contrasting-organza-top-p02488138.html,CONTRASTING ORGANZA TOP Details,39.90 USD,Dusty pink
1575157428-6045,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CROPPED TOP WITH BUTTONS,https://www.zara.com/us/en/cropped-top-with-buttons-p03519103.html,CROPPED TOP WITH BUTTONS Details,25.90 USD,Black
1575157717-6184,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CASHMERE SWEATER,https://www.zara.com/us/en/cashmere-sweater-p03887101.html,CASHMERE SWEATER Details,149.00 USD,Blue / Gray
1575157810-6229,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SLIT FRONT TOP,https://www.zara.com/us/en/slit-front-top-p06873100.html,SLIT FRONT TOP Details,39.90 USD,Black
1575157527-6092,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT JACQUARD CARDIGAN,https://www.zara.com/us/en/knit-jacquard-cardigan-p01822128.html,KNIT JACQUARD CARDIGAN Details,89.90 USD,Mustard
1575157684-6168,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,OVERSIZED EXPOSED SHOULDER SWEATER,https://www.zara.com/us/en/oversized-exposed-shoulder-sweater-p05536127.html,OVERSIZED EXPOSED SHOULDER SWEATER Details,49.90 USD,White
1575158029-6335,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CROCHET SEQUIN TOP,https://www.zara.com/us/en/crochet-sequin-top-p06895104.html,CROCHET SEQUIN TOP Details,89.90 USD,Black / Ecru
1575157686-6169,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,WOOL BLEND FUNNEL NECK SWEATER,https://www.zara.com/us/en/wool-blend-funnel-neck-sweater-p05755126.html,WOOL BLEND FUNNEL NECK SWEATER Details,89.90 USD,Anthracite grey
1575157406-6034,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,JACKET WITH VOLUMINOUS SLEEVES,https://www.zara.com/us/en/jacket-with-voluminous-sleeves-p03519101.html,JACKET WITH VOLUMINOUS SLEEVES Details,35.90 USD,Navy blue
1575157318-5992,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MOCK NECK SWEATER,https://www.zara.com/us/en/mock-neck-sweater-p09598100.html,MOCK NECK SWEATER Details,39.90 USD,Burgundy
1575157768-6209,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,FAUX FUR SWEATER WITH HEART BUTTONS,https://www.zara.com/us/en/faux-fur-sweater-with-heart-buttons-p09598101.html,FAUX FUR SWEATER WITH HEART BUTTONS Details,39.90 USD,Ecru
1575158161-6399,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RIBBED JACKET WITH BUTTONS,https://www.zara.com/us/en/ribbed-jacket-with-buttons-p02162101.html,RIBBED JACKET WITH BUTTONS Details,35.90 USD,Black
1575157893-6269,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CONTRASTING EMBROIDERY SWEATER,https://www.zara.com/us/en/contrasting-embroidery-sweater-p06771108.html,CONTRASTING EMBROIDERY SWEATER Details,49.90 USD,Brown
1575158110-6374,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SWEATER WITH CONTRASTING SLEEVES,https://www.zara.com/us/en/sweater-with-contrasting-sleeves-p02142141.html,SWEATER WITH CONTRASTING SLEEVES Details,39.90 USD,Black
1575157807-6228,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MOCK NECK SWEATER,https://www.zara.com/us/en/mock-neck-sweater-p06687102.html,MOCK NECK SWEATER Details,35.90 USD,Purple
1575157572-6114,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RUFFLED SWEATER WITH PEARLS,https://www.zara.com/us/en/ruffled-sweater-with-pearls-p02488133.html,RUFFLED SWEATER WITH PEARLS Details,49.90 USD,Black
1575157330-5998,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,LONG KNIT JACKET,https://www.zara.com/us/en/long-knit-jacket-p02142111.html,LONG KNIT JACKET Details,49.90 USD,Mink
1575157383-6023,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SCALLOPED KNIT TOP,https://www.zara.com/us/en/scalloped-knit-top-p09874102.html,SCALLOPED KNIT TOP Details,29.90 USD,Black
1575157622-6138,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT A-LINE DRESS,https://www.zara.com/us/en/knit-a-line-dress-p00014102.html,KNIT A-LINE DRESS Details,69.90 USD,Duck green
1575157510-6084,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,TIED KNIT TOP,https://www.zara.com/us/en/tied-knit-top-p02142126.html,TIED KNIT TOP Details,49.90 USD,Pink
1575157605-6130,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,COLORBLOCK KNIT SWEATER,https://www.zara.com/us/en/colorblock-knit-sweater-p05536132.html,COLORBLOCK KNIT SWEATER Details,35.90 USD,Black / Ecru
1575157210-5940,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,TIED RIBBED TOP,https://www.zara.com/us/en/tied-ribbed-top-p02142132.html,TIED RIBBED TOP Details,39.90 USD,Burgundy
1575157890-6268,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,LIMITED EDITION EMBROIDERED TOP,https://www.zara.com/us/en/limited-edition-embroidered-top-p06895102.html,LIMITED EDITION EMBROIDERED TOP Details,69.90 USD,Ecru / Black
1575157345-6005,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,TEXTURED CARDIGAN,https://www.zara.com/us/en/textured-cardigan-p08779626.html,TEXTURED CARDIGAN Details,35.90 USD,Khaki
1575157462-6061,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,METALLIC THREAD KNIT JACKET,https://www.zara.com/us/en/metallic-thread-knit-jacket-p06254117.html,METALLIC THREAD KNIT JACKET Details,49.90 USD,Black
1575157979-6311,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT MINI DRESS,https://www.zara.com/us/en/knit-mini-dress-p09874016.html,KNIT MINI DRESS Details,49.90 USD,Black
1575157915-6280,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT JACKET WITH BUTTONS,https://www.zara.com/us/en/knit-jacket-with-buttons-p02488105.html,KNIT JACKET WITH BUTTONS Details,39.90 USD,Light Blue
1575157843-6245,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,OVERSIZED KNIT SWEATER,https://www.zara.com/us/en/oversized-knit-sweater-p09598111.html,OVERSIZED KNIT SWEATER Details,49.90 USD,Black
1575157739-6195,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,BACK BUTTONED SWEATER,https://www.zara.com/us/en/back-buttoned-sweater-p05755100.html,BACK BUTTONED SWEATER Details,35.90 USD,Camel
1575157984-6313,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,OVERSIZED SOFT FEEL DRESS,https://www.zara.com/us/en/oversized-soft-feel-dress-p06511101.html,OVERSIZED SOFT FEEL DRESS Details,49.90 USD,Gray
1575157539-6098,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,BASIC SWEATER WITH BUTTONS,https://www.zara.com/us/en/basic-sweater-with-buttons-p05646122.html,BASIC SWEATER WITH BUTTONS Details,35.90 USD,Black
1575157393-6028,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT DRESS WITH BUTTONS,https://www.zara.com/us/en/knit-dress-with-buttons-p06254104.html,KNIT DRESS WITH BUTTONS Details,69.90 USD,Black
1575157564-6110,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,JACQUARD DRESS,https://www.zara.com/us/en/jacquard-dress-p01822124.html,JACQUARD DRESS Details,69.90 USD,Mustard
1575157862-6254,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT SWEATER WITH BEADING,https://www.zara.com/us/en/knit-sweater-with-beading-p09598174.html,KNIT SWEATER WITH BEADING Details,69.90 USD,Gray
1575157379-6021,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CABLE KNIT SWEATER,https://www.zara.com/us/en/cable-knit-sweater-p06873010.html,CABLE KNIT SWEATER Details,49.90 USD,Lime green
1575157795-6222,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CUT OUT MINI DRESS,https://www.zara.com/us/en/cut-out-mini-dress-p09598120.html,CUT OUT MINI DRESS Details,39.90 USD,Black
1575157609-6132,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,LIMITED EDITION EXTRA-FINE WOOL SWEATER,https://www.zara.com/us/en/limited-edition-extra-fine-wool-sweater-p02893104.html,LIMITED EDITION EXTRA-FINE WOOL SWEATER Details,49.90 USD,Anthracite grey
1575157441-6051,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,STRIPED CROPPED SWEATER,https://www.zara.com/us/en/striped-cropped-sweater-p03597100.html,STRIPED CROPPED SWEATER Details,39.90 USD,Red / Black
1575157545-6101,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SPECIAL EDITION MOHAIR SWEATER,https://www.zara.com/us/en/special-edition-mohair-sweater-p05755115.html,SPECIAL EDITION MOHAIR SWEATER Details,89.90 USD,Blue
1575157675-6164,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,FITTED SKIRT KNIT DRESS,https://www.zara.com/us/en/fitted-skirt-knit-dress-p00014108.html,FITTED SKIRT KNIT DRESS Details,69.90 USD,Black
1575157953-6298,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,FRINGED KNIT VEST,https://www.zara.com/us/en/fringed-knit-vest-p06254125.html,FRINGED KNIT VEST Details,35.90 USD,Black
1575157215-5942,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,CONTRASTING ORGANZA DRESS,https://www.zara.com/us/en/contrasting-organza-dress-p02488140.html,CONTRASTING ORGANZA DRESS Details,69.90 USD,Dark burgundy
1575157524-6091,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,FLORAL JACQUARD KNIT DRESS,https://www.zara.com/us/en/floral-jacquard-knit-dress-p01822126.html,FLORAL JACQUARD KNIT DRESS Details,89.90 USD,Burgundy
1575157973-6308,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SEQUIN FEATHER LOOK TOP,https://www.zara.com/us/en/sequin-feather-look-top-p09598165.html,SEQUIN FEATHER LOOK TOP Details,39.90 USD,Black
1575157663-6158,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,POINTELLE KNIT SWEATER,https://www.zara.com/us/en/pointelle-knit-sweater-p06771105.html,POINTELLE KNIT SWEATER Details,49.90 USD,Light Blue
1575157924-6284,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,OVERSIZED KNIT VEST,https://www.zara.com/us/en/oversized-knit-vest-p09598186.html,OVERSIZED KNIT VEST Details,69.90 USD,Dark gray
1575157547-6102,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MOHAIR AND WOOL BLEND SWEATER,https://www.zara.com/us/en/mohair-and-wool-blend-sweater-p09598124.html,MOHAIR AND WOOL BLEND SWEATER Details,89.90 USD,Leopard
1575158011-6326,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SWEATER WITH METALLIC THREAD,https://www.zara.com/us/en/sweater-with-metallic-thread-p09874101.html,SWEATER WITH METALLIC THREAD Details,39.90 USD,Pink
1575157404-6033,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,STRIPED SWEATER WITH FULL SLEEVES,https://www.zara.com/us/en/striped-sweater-with-full-sleeves-p04978101.html,STRIPED SWEATER WITH FULL SLEEVES Details,35.90 USD,striped
1575158149-6393,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,COMBINATION KNIT CARDIGAN,https://www.zara.com/us/en/combination-knit-cardigan-p09598191.html,COMBINATION KNIT CARDIGAN Details,49.90 USD,Gray
1575157555-6106,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,WOOL AND CASHMERE BLEND SWEATER,https://www.zara.com/us/en/wool-and-cashmere-blend-sweater-p09598181.html,WOOL AND CASHMERE BLEND SWEATER Details,89.90 USD,Brown / Taupe
1575157401-6032,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RUFFLED KNIT TOP,https://www.zara.com/us/en/ruffled-knit-top-p02142118.html,RUFFLED KNIT TOP Details,29.90 USD,Khaki
1575157942-6293,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,KNIT SWEATER WITH BEADING,https://www.zara.com/us/en/knit-sweater-with-beading-p09598121.html,KNIT SWEATER WITH BEADING Details,49.90 USD,Gray
1575157562-6109,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,RUFFLED KNIT DRESS,https://www.zara.com/us/en/ruffled-knit-dress-p03471115.html,RUFFLED KNIT DRESS Details,69.90 USD,Black
1575157928-6286,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,OVERSIZED SWEATER,https://www.zara.com/us/en/oversized-sweater-p06873139.html,OVERSIZED SWEATER Details,69.90 USD,Mid-gray
1575157681-6167,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,MERINO WOOL DRESS,https://www.zara.com/us/en/merino-wool-dress-p05755123.html,MERINO WOOL DRESS Details,89.90 USD,Brown / Taupe
1575157812-6230,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,SCALLOPED TUBE DRESS,https://www.zara.com/us/en/scalloped-tube-dress-p06771112.html,SCALLOPED TUBE DRESS Details,39.90 USD,Black
1575157688-6170,https://www.zara.com/us/en/woman-knitwear-l1152.html?v1=1281621,LONG RIBBED DRESS,https://www.zara.com/us/en/long-ribbed-dress-p03471117.html,LONG RIBBED DRESS Details,39.90 USD,Black
