���web-scraper-order,web-scraper-start-url,productlink,productlink-href,productname,productprice,color
1575142307-2823,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,CROPPED SATIN EFFECT BOMBER JACKET,https://www.zara.com/us/en/cropped-satin-effect-bomber-jacket-p04341230.html,CROPPED SATIN EFFECT BOMBER JACKET Details,89.90 USD,Bronze
1575142396-2866,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,DENIM JACKET WITH FULL SLEEVES,https://www.zara.com/us/en/denim-jacket-with-full-sleeves-p08197271.html,DENIM JACKET WITH FULL SLEEVES Details,49.90 USD,Blue
1575142216-2779,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,METALLIC THREAD POLKA DOT JACKET,https://www.zara.com/us/en/metallic-thread-polka-dot-jacket-p04437245.html,METALLIC THREAD POLKA DOT JACKET Details,69.90 USD,Black
1575142443-2887,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,REVERSIBLE BOMBER,https://www.zara.com/us/en/reversible-bomber-p04341212.html,REVERSIBLE BOMBER Details,89.90 USD,Straw
1575142493-2911,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,HOODED PUFFER COAT,https://www.zara.com/us/en/hooded-puffer-coat-p00518250.html,HOODED PUFFER COAT Details,129.00 USD,Black
1575142518-2923,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,WATER REPELLENT PUFFER JACKET,https://www.zara.com/us/en/water-repellent-puffer-jacket-p06303040.html,WATER REPELLENT PUFFER JACKET Details,129.00 USD,Black
1575142503-2916,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,FAUX FUR JACKET,https://www.zara.com/us/en/faux-fur-jacket-p01255210.html,FAUX FUR JACKET Details,119.00 USD,Charcoal gray
1575142390-2863,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,SOLARBALL�� BELTED PADDED JACKET,https://www.zara.com/us/en/solarball%C2%AE-belted-padded-jacket-p08073821.html,SOLARBALL�� BELTED PADDED JACKET Details,119.00 USD,Lilac
1575142204-2773,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,PFF 03,https://www.zara.com/us/en/pff-03-p06518190.html,PFF 03 Details,219.00 USD,Black
1575142470-2900,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,QUILTED HIGH COLLAR COAT,https://www.zara.com/us/en/quilted-high-collar-coat-p03046232.html,QUILTED HIGH COLLAR COAT Details,89.90 USD,Pink
1575142611-2968,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,BELTED PUFFER JACKET,https://www.zara.com/us/en/belted-puffer-jacket-p03046228.html,BELTED PUFFER JACKET Details,null,Khaki
1575142539-2933,https://www.zara.com/us/en/woman-jackets-l1114.html?v1=1281623,QUILTED VEST WITH HOOD,https://www.zara.com/us/en/quilted-vest-with-hood-p00155244.html,QUILTED VEST WITH HOOD Details,89.90 USD,Black
